elapsed_time,V1
'00:00:22.964',0.150
'00:00:22.967',0.130
'00:00:22.969',0.130
'00:00:22.972',0.120
'00:00:22.975',0.135
'00:00:22.978',0.145
'00:00:22.981',0.145
'00:00:22.983',0.130
'00:00:22.986',0.120
'00:00:22.989',0.120
'00:00:22.992',0.140
'00:00:22.994',0.150
'00:00:22.997',0.140
'00:00:23.000',0.130
'00:00:23.003',0.115
'00:00:23.006',0.115
'00:00:23.008',0.125
'00:00:23.011',0.145
'00:00:23.014',0.140
'00:00:23.017',0.125
'00:00:23.019',0.130
'00:00:23.022',0.115
'00:00:23.025',0.135
'00:00:23.028',0.140
'00:00:23.031',0.125
'00:00:23.033',0.130
'00:00:23.036',0.130
'00:00:23.039',0.120
'00:00:23.042',0.135
'00:00:23.044',0.140
'00:00:23.047',0.130
'00:00:23.050',0.135
'00:00:23.053',0.125
'00:00:23.056',0.110
'00:00:23.058',0.130
'00:00:23.061',0.145
'00:00:23.064',0.135
'00:00:23.067',0.130
'00:00:23.069',0.110
'00:00:23.072',0.120
'00:00:23.075',0.135
'00:00:23.078',0.145
'00:00:23.081',0.135
'00:00:23.083',0.125
'00:00:23.086',0.120
'00:00:23.089',0.125
'00:00:23.092',0.140
'00:00:23.094',0.155
'00:00:23.097',0.135
'00:00:23.100',0.140
'00:00:23.103',0.120
'00:00:23.106',0.120
'00:00:23.108',0.130
'00:00:23.111',0.145
'00:00:23.114',0.125
'00:00:23.117',0.125
'00:00:23.119',0.120
'00:00:23.122',0.110
'00:00:23.125',0.125
'00:00:23.128',0.125
'00:00:23.131',0.135
'00:00:23.133',0.125
'00:00:23.136',0.120
'00:00:23.139',0.110
'00:00:23.142',0.125
'00:00:23.144',0.130
'00:00:23.147',0.145
'00:00:23.150',0.150
'00:00:23.153',0.145
'00:00:23.156',0.160
'00:00:23.158',0.175
'00:00:23.161',0.195
'00:00:23.164',0.190
'00:00:23.167',0.190
'00:00:23.169',0.200
'00:00:23.172',0.205
'00:00:23.175',0.215
'00:00:23.178',0.230
'00:00:23.181',0.230
'00:00:23.183',0.230
'00:00:23.186',0.205
'00:00:23.189',0.180
'00:00:23.192',0.190
'00:00:23.194',0.185
'00:00:23.197',0.185
'00:00:23.200',0.170
'00:00:23.203',0.165
'00:00:23.206',0.160
'00:00:23.208',0.170
'00:00:23.211',0.170
'00:00:23.214',0.185
'00:00:23.217',0.165
'00:00:23.219',0.150
'00:00:23.222',0.145
'00:00:23.225',0.150
'00:00:23.228',0.145
'00:00:23.231',0.145
'00:00:23.233',0.135
'00:00:23.236',0.110
'00:00:23.239',0.110
'00:00:23.242',0.110
'00:00:23.244',0.110
'00:00:23.247',0.100
'00:00:23.250',0.100
'00:00:23.253',0.085
'00:00:23.256',0.085
'00:00:23.258',0.105
'00:00:23.261',0.120
'00:00:23.264',0.110
'00:00:23.267',0.095
'00:00:23.269',0.105
'00:00:23.272',0.105
'00:00:23.275',0.110
'00:00:23.278',0.120
'00:00:23.281',0.110
'00:00:23.283',0.100
'00:00:23.286',0.095
'00:00:23.289',0.090
'00:00:23.292',0.090
'00:00:23.294',0.110
'00:00:23.297',0.100
'00:00:23.300',0.110
'00:00:23.303',0.100
'00:00:23.306',0.090
'00:00:23.308',0.115
'00:00:23.311',0.105
'00:00:23.314',0.110
'00:00:23.317',0.110
'00:00:23.319',0.105
'00:00:23.322',0.095
'00:00:23.325',0.110
'00:00:23.328',0.110
'00:00:23.331',0.100
'00:00:23.333',0.100
'00:00:23.336',0.090
'00:00:23.339',0.100
'00:00:23.342',0.120
'00:00:23.344',0.100
'00:00:23.347',0.035
'00:00:23.350',-0.065
'00:00:23.353',-0.170
'00:00:23.356',-0.290
'00:00:23.358',-0.415
'00:00:23.361',-0.595
'00:00:23.364',-0.835
'00:00:23.367',-1.130
'00:00:23.369',-1.405
'00:00:23.372',-1.540
'00:00:23.375',-1.570
'00:00:23.378',-1.510
'00:00:23.381',-1.460
'00:00:23.383',-1.440
'00:00:23.386',-1.400
'00:00:23.389',-1.330
'00:00:23.392',-1.270
'00:00:23.394',-1.220
'00:00:23.397',-1.200
'00:00:23.400',-1.170
'00:00:23.403',-1.130
'00:00:23.406',-1.075
'00:00:23.408',-1.015
'00:00:23.411',-0.950
'00:00:23.414',-0.880
'00:00:23.417',-0.835
'00:00:23.419',-0.790
'00:00:23.422',-0.730
'00:00:23.425',-0.625
'00:00:23.428',-0.500
'00:00:23.431',-0.420
'00:00:23.433',-0.330
'00:00:23.436',-0.275
'00:00:23.439',-0.200
'00:00:23.442',-0.110
'00:00:23.444',-0.025
'00:00:23.447',0.035
'00:00:23.450',0.095
'00:00:23.453',0.135
'00:00:23.456',0.205
'00:00:23.458',0.265
'00:00:23.461',0.310
'00:00:23.464',0.330
'00:00:23.467',0.340
'00:00:23.469',0.345
'00:00:23.472',0.360
'00:00:23.475',0.370
'00:00:23.478',0.405
'00:00:23.481',0.400
'00:00:23.483',0.410
'00:00:23.486',0.415
'00:00:23.489',0.420
'00:00:23.492',0.440
'00:00:23.494',0.460
'00:00:23.497',0.445
'00:00:23.500',0.450
'00:00:23.503',0.440
'00:00:23.506',0.445
'00:00:23.508',0.450
'00:00:23.511',0.470
'00:00:23.514',0.460
'00:00:23.517',0.455
'00:00:23.519',0.450
'00:00:23.522',0.460
'00:00:23.525',0.475
'00:00:23.528',0.480
'00:00:23.531',0.490
'00:00:23.533',0.490
'00:00:23.536',0.485
'00:00:23.539',0.485
'00:00:23.542',0.495
'00:00:23.544',0.505
'00:00:23.547',0.510
'00:00:23.550',0.515
'00:00:23.553',0.490
'00:00:23.556',0.505
'00:00:23.558',0.515
'00:00:23.561',0.515
'00:00:23.564',0.515
'00:00:23.567',0.510
'00:00:23.569',0.515
'00:00:23.572',0.505
'00:00:23.575',0.515
'00:00:23.578',0.530
'00:00:23.581',0.525
'00:00:23.583',0.530
'00:00:23.586',0.520
'00:00:23.589',0.505
'00:00:23.592',0.525
'00:00:23.594',0.545
'00:00:23.597',0.540
'00:00:23.600',0.540
'00:00:23.603',0.525
'00:00:23.606',0.535
'00:00:23.608',0.535
'00:00:23.611',0.545
'00:00:23.614',0.540
'00:00:23.617',0.540
'00:00:23.619',0.525
'00:00:23.622',0.520
'00:00:23.625',0.525
'00:00:23.628',0.535
'00:00:23.631',0.525
'00:00:23.633',0.505
'00:00:23.636',0.505
'00:00:23.639',0.505
'00:00:23.642',0.505
'00:00:23.644',0.510
'00:00:23.647',0.515
'00:00:23.650',0.495
'00:00:23.653',0.495
'00:00:23.656',0.480
'00:00:23.658',0.485
'00:00:23.661',0.470
'00:00:23.664',0.465
'00:00:23.667',0.445
'00:00:23.669',0.425
'00:00:23.672',0.415
'00:00:23.675',0.420
'00:00:23.678',0.400
'00:00:23.681',0.390
'00:00:23.683',0.370
'00:00:23.686',0.350
'00:00:23.689',0.340
'00:00:23.692',0.330
'00:00:23.694',0.340
'00:00:23.697',0.315
'00:00:23.700',0.310
'00:00:23.703',0.290
'00:00:23.706',0.280
'00:00:23.708',0.270
'00:00:23.711',0.275
'00:00:23.714',0.255
'00:00:23.717',0.240
'00:00:23.719',0.235
'00:00:23.722',0.220
'00:00:23.725',0.225
'00:00:23.728',0.230
'00:00:23.731',0.225
'00:00:23.733',0.230
'00:00:23.736',0.205
'00:00:23.739',0.215
'00:00:23.742',0.215
'00:00:23.744',0.225
'00:00:23.747',0.220
'00:00:23.750',0.215
'00:00:23.753',0.230
'00:00:23.756',0.215
'00:00:23.758',0.220
'00:00:23.761',0.235
'00:00:23.764',0.220
'00:00:23.767',0.225
'00:00:23.769',0.210
'00:00:23.772',0.215
'00:00:23.775',0.215
'00:00:23.778',0.235
'00:00:23.781',0.245
'00:00:23.783',0.230
'00:00:23.786',0.225
'00:00:23.789',0.230
'00:00:23.792',0.235
'00:00:23.794',0.255
'00:00:23.797',0.250
'00:00:23.800',0.260
'00:00:23.803',0.250
'00:00:23.806',0.260
'00:00:23.808',0.270
'00:00:23.811',0.275
'00:00:23.814',0.275
'00:00:23.817',0.280
'00:00:23.819',0.275
'00:00:23.822',0.270
'00:00:23.825',0.280
'00:00:23.828',0.290
'00:00:23.831',0.295
'00:00:23.833',0.280
'00:00:23.836',0.270
'00:00:23.839',0.275
'00:00:23.842',0.280
'00:00:23.844',0.300
'00:00:23.847',0.295
'00:00:23.850',0.300
'00:00:23.853',0.295
'00:00:23.856',0.295
'00:00:23.858',0.310
'00:00:23.861',0.315
'00:00:23.864',0.305
'00:00:23.867',0.310
'00:00:23.869',0.290
'00:00:23.872',0.300
'00:00:23.875',0.310
'00:00:23.878',0.305
'00:00:23.881',0.310
'00:00:23.883',0.300
'00:00:23.886',0.280
'00:00:23.889',0.290
'00:00:23.892',0.295
'00:00:23.894',0.305
'00:00:23.897',0.295
'00:00:23.900',0.290
'00:00:23.903',0.280
'00:00:23.906',0.275
'00:00:23.908',0.290
'00:00:23.911',0.300
'00:00:23.914',0.290
'00:00:23.917',0.285
'00:00:23.919',0.290
'00:00:23.922',0.275
'00:00:23.925',0.285
'00:00:23.928',0.290
'00:00:23.931',0.280
'00:00:23.933',0.270
'00:00:23.936',0.255
'00:00:23.939',0.260
'00:00:23.942',0.260
'00:00:23.944',0.275
'00:00:23.947',0.265
'00:00:23.950',0.260
'00:00:23.953',0.250
'00:00:23.956',0.250
'00:00:23.958',0.265
'00:00:23.961',0.275
'00:00:23.964',0.270
'00:00:23.967',0.255
'00:00:23.969',0.255
'00:00:23.972',0.255
'00:00:23.975',0.270
'00:00:23.978',0.280
'00:00:23.981',0.270
'00:00:23.983',0.260
'00:00:23.986',0.250
'00:00:23.989',0.245
'00:00:23.992',0.255
'00:00:23.994',0.275
'00:00:23.997',0.260
'00:00:24.000',0.250
'00:00:24.003',0.240
'00:00:24.006',0.245
'00:00:24.008',0.240
'00:00:24.011',0.250
'00:00:24.014',0.255
'00:00:24.017',0.230
'00:00:24.019',0.240
'00:00:24.022',0.240
'00:00:24.025',0.245
'00:00:24.028',0.265
'00:00:24.031',0.260
'00:00:24.033',0.260
'00:00:24.036',0.245
'00:00:24.039',0.250
'00:00:24.042',0.255
'00:00:24.044',0.260
'00:00:24.047',0.245
'00:00:24.050',0.250
'00:00:24.053',0.240
'00:00:24.056',0.235
'00:00:24.058',0.250
'00:00:24.061',0.265
'00:00:24.064',0.260
'00:00:24.067',0.245
'00:00:24.069',0.245
'00:00:24.072',0.245
'00:00:24.075',0.250
'00:00:24.078',0.250
'00:00:24.081',0.260
'00:00:24.083',0.250
'00:00:24.086',0.260
'00:00:24.089',0.240
'00:00:24.092',0.250
'00:00:24.094',0.275
'00:00:24.097',0.260
'00:00:24.100',0.260
'00:00:24.103',0.250
'00:00:24.106',0.240
'00:00:24.108',0.250
'00:00:24.111',0.270
'00:00:24.114',0.260
'00:00:24.117',0.255
'00:00:24.119',0.245
'00:00:24.122',0.250
'00:00:24.125',0.250
'00:00:24.128',0.265
'00:00:24.131',0.250
'00:00:24.133',0.245
'00:00:24.136',0.240
'00:00:24.139',0.250
'00:00:24.142',0.265
'00:00:24.144',0.270
'00:00:24.147',0.250
'00:00:24.150',0.250
'00:00:24.153',0.255
'00:00:24.156',0.245
'00:00:24.158',0.250
'00:00:24.161',0.260
'00:00:24.164',0.260
'00:00:24.167',0.245
'00:00:24.169',0.240
'00:00:24.172',0.240
'00:00:24.175',0.240
'00:00:24.178',0.250
'00:00:24.181',0.240
'00:00:24.183',0.250
'00:00:24.186',0.235
'00:00:24.189',0.250
'00:00:24.192',0.275
'00:00:24.194',0.285
'00:00:24.197',0.300
'00:00:24.200',0.315
'00:00:24.203',0.320
'00:00:24.206',0.325
'00:00:24.208',0.345
'00:00:24.211',0.355
'00:00:24.214',0.345
'00:00:24.217',0.340
'00:00:24.219',0.330
'00:00:24.222',0.325
'00:00:24.225',0.325
'00:00:24.228',0.320
'00:00:24.231',0.305
'00:00:24.233',0.305
'00:00:24.236',0.295
'00:00:24.239',0.290
'00:00:24.242',0.285
'00:00:24.244',0.285
'00:00:24.247',0.285
'00:00:24.250',0.280
'00:00:24.253',0.290
'00:00:24.256',0.285
'00:00:24.258',0.300
'00:00:24.261',0.295
'00:00:24.264',0.290
'00:00:24.267',0.280
'00:00:24.269',0.255
'00:00:24.272',0.255
'00:00:24.275',0.250
'00:00:24.278',0.250
'00:00:24.281',0.230
'00:00:24.283',0.215
'00:00:24.286',0.220
'00:00:24.289',0.210
'00:00:24.292',0.215
'00:00:24.294',0.225
'00:00:24.297',0.215
'00:00:24.300',0.215
'00:00:24.303',0.205
'00:00:24.306',0.190
'00:00:24.308',0.210
'00:00:24.311',0.230
'00:00:24.314',0.215
'00:00:24.317',0.205
'00:00:24.319',0.195
'00:00:24.322',0.190
'00:00:24.325',0.205
'00:00:24.328',0.215
'00:00:24.331',0.205
'00:00:24.333',0.200
'00:00:24.336',0.180
'00:00:24.339',0.175
'00:00:24.342',0.185
'00:00:24.344',0.190
'00:00:24.347',0.180
'00:00:24.350',0.190
'00:00:24.353',0.195
'00:00:24.356',0.180
'00:00:24.358',0.185
'00:00:24.361',0.195
'00:00:24.364',0.190
'00:00:24.367',0.190
'00:00:24.369',0.180
'00:00:24.372',0.180
'00:00:24.375',0.200
'00:00:24.378',0.200
'00:00:24.381',0.190
'00:00:24.383',0.145
'00:00:24.386',0.055
'00:00:24.389',-0.060
'00:00:24.392',-0.180
'00:00:24.394',-0.315
'00:00:24.397',-0.520
'00:00:24.400',-0.780
'00:00:24.403',-1.105
'00:00:24.406',-1.400
'00:00:24.408',-1.550
'00:00:24.411',-1.545
'00:00:24.414',-1.485
'00:00:24.417',-1.425
'00:00:24.419',-1.390
'00:00:24.422',-1.340
'00:00:24.425',-1.255
'00:00:24.428',-1.195
'00:00:24.431',-1.165
'00:00:24.433',-1.125
'00:00:24.436',-1.085
'00:00:24.439',-1.035
'00:00:24.442',-0.970
'00:00:24.444',-0.890
'00:00:24.447',-0.835
'00:00:24.450',-0.780
'00:00:24.453',-0.715
'00:00:24.456',-0.655
'00:00:24.458',-0.550
'00:00:24.461',-0.420
'00:00:24.464',-0.340
'00:00:24.467',-0.240
'00:00:24.469',-0.160
'00:00:24.472',-0.065
'00:00:24.475',0.025
'00:00:24.478',0.120
'00:00:24.481',0.180
'00:00:24.483',0.250
'00:00:24.486',0.300
'00:00:24.489',0.360
'00:00:24.492',0.400
'00:00:24.494',0.435
'00:00:24.497',0.455
'00:00:24.500',0.460
'00:00:24.503',0.460
'00:00:24.506',0.470
'00:00:24.508',0.475
'00:00:24.511',0.490
'00:00:24.514',0.495
'00:00:24.517',0.505
'00:00:24.519',0.485
'00:00:24.522',0.510
'00:00:24.525',0.525
'00:00:24.528',0.550
'00:00:24.531',0.555
'00:00:24.533',0.545
'00:00:24.536',0.540
'00:00:24.539',0.530
'00:00:24.542',0.545
'00:00:24.544',0.575
'00:00:24.547',0.570
'00:00:24.550',0.560
'00:00:24.553',0.565
'00:00:24.556',0.560
'00:00:24.558',0.565
'00:00:24.561',0.585
'00:00:24.564',0.575
'00:00:24.567',0.575
'00:00:24.569',0.575
'00:00:24.572',0.580
'00:00:24.575',0.575
'00:00:24.578',0.590
'00:00:24.581',0.600
'00:00:24.583',0.585
'00:00:24.586',0.585
'00:00:24.589',0.595
'00:00:24.592',0.600
'00:00:24.594',0.605
'00:00:24.597',0.605
'00:00:24.600',0.595
'00:00:24.603',0.585
'00:00:24.606',0.590
'00:00:24.608',0.600
'00:00:24.611',0.605
'00:00:24.614',0.605
'00:00:24.617',0.590
'00:00:24.619',0.590
'00:00:24.622',0.595
'00:00:24.625',0.615
'00:00:24.628',0.610
'00:00:24.631',0.615
'00:00:24.633',0.615
'00:00:24.636',0.610
'00:00:24.639',0.595
'00:00:24.642',0.605
'00:00:24.644',0.605
'00:00:24.647',0.595
'00:00:24.650',0.595
'00:00:24.653',0.580
'00:00:24.656',0.575
'00:00:24.658',0.585
'00:00:24.661',0.595
'00:00:24.664',0.570
'00:00:24.667',0.565
'00:00:24.669',0.555
'00:00:24.672',0.560
'00:00:24.675',0.560
'00:00:24.678',0.555
'00:00:24.681',0.545
'00:00:24.683',0.540
'00:00:24.686',0.515
'00:00:24.689',0.510
'00:00:24.692',0.510
'00:00:24.694',0.525
'00:00:24.697',0.485
'00:00:24.700',0.480
'00:00:24.703',0.450
'00:00:24.706',0.445
'00:00:24.708',0.450
'00:00:24.711',0.450
'00:00:24.714',0.425
'00:00:24.717',0.415
'00:00:24.719',0.390
'00:00:24.722',0.380
'00:00:24.725',0.385
'00:00:24.728',0.380
'00:00:24.731',0.360
'00:00:24.733',0.340
'00:00:24.736',0.330
'00:00:24.739',0.320
'00:00:24.742',0.320
'00:00:24.744',0.335
'00:00:24.747',0.310
'00:00:24.750',0.295
'00:00:24.753',0.290
'00:00:24.756',0.290
'00:00:24.758',0.290
'00:00:24.761',0.295
'00:00:24.764',0.280
'00:00:24.767',0.260
'00:00:24.769',0.250
'00:00:24.772',0.260
'00:00:24.775',0.250
'00:00:24.778',0.280
'00:00:24.781',0.270
'00:00:24.783',0.275
'00:00:24.786',0.260
'00:00:24.789',0.260
'00:00:24.792',0.280
'00:00:24.794',0.285
'00:00:24.797',0.285
'00:00:24.800',0.290
'00:00:24.803',0.285
'00:00:24.806',0.280
'00:00:24.808',0.290
'00:00:24.811',0.295
'00:00:24.814',0.290
'00:00:24.817',0.285
'00:00:24.819',0.270
'00:00:24.822',0.270
'00:00:24.825',0.285
'00:00:24.828',0.305
'00:00:24.831',0.290
'00:00:24.833',0.305
'00:00:24.836',0.295
'00:00:24.839',0.290
'00:00:24.842',0.300
'00:00:24.844',0.315
'00:00:24.847',0.315
'00:00:24.850',0.310
'00:00:24.853',0.300
'00:00:24.856',0.305
'00:00:24.858',0.325
'00:00:24.861',0.340
'00:00:24.864',0.325
'00:00:24.867',0.320
'00:00:24.869',0.310
'00:00:24.872',0.325
'00:00:24.875',0.320
'00:00:24.878',0.335
'00:00:24.881',0.325
'00:00:24.883',0.320
'00:00:24.886',0.325
'00:00:24.889',0.310
'00:00:24.892',0.320
'00:00:24.894',0.345
'00:00:24.897',0.335
'00:00:24.900',0.325
'00:00:24.903',0.315
'00:00:24.906',0.320
'00:00:24.908',0.325
'00:00:24.911',0.340
'00:00:24.914',0.330
'00:00:24.917',0.325
'00:00:24.919',0.310
'00:00:24.922',0.315
'00:00:24.925',0.320
'00:00:24.928',0.330
'00:00:24.931',0.315
'00:00:24.933',0.305
'00:00:24.936',0.295
'00:00:24.939',0.285
'00:00:24.942',0.300
'00:00:24.944',0.295
'00:00:24.947',0.285
'00:00:24.950',0.285
'00:00:24.953',0.275
'00:00:24.956',0.265
'00:00:24.958',0.275
'00:00:24.961',0.270
'00:00:24.964',0.265
'00:00:24.967',0.255
'00:00:24.969',0.255
'00:00:24.972',0.265
'00:00:24.975',0.270
'00:00:24.978',0.275
'00:00:24.981',0.260
'00:00:24.983',0.255
'00:00:24.986',0.245
'00:00:24.989',0.235
'00:00:24.992',0.250
'00:00:24.994',0.255
'00:00:24.997',0.250
'00:00:25.000',0.230
'00:00:25.003',0.235
'00:00:25.006',0.230
'00:00:25.008',0.245
'00:00:25.011',0.250
'00:00:25.014',0.235
'00:00:25.017',0.235
'00:00:25.019',0.220
'00:00:25.022',0.235
'00:00:25.025',0.235
'00:00:25.028',0.250
'00:00:25.031',0.235
'00:00:25.033',0.235
'00:00:25.036',0.220
'00:00:25.039',0.220
'00:00:25.042',0.245
'00:00:25.044',0.240
'00:00:25.047',0.235
'00:00:25.050',0.230
'00:00:25.053',0.220
'00:00:25.056',0.220
'00:00:25.058',0.220
'00:00:25.061',0.235
'00:00:25.064',0.230
'00:00:25.067',0.220
'00:00:25.069',0.210
'00:00:25.072',0.215
'00:00:25.075',0.225
'00:00:25.078',0.240
'00:00:25.081',0.245
'00:00:25.083',0.250
'00:00:25.086',0.225
'00:00:25.089',0.235
'00:00:25.092',0.240
'00:00:25.094',0.255
'00:00:25.097',0.245
'00:00:25.100',0.230
'00:00:25.103',0.230
'00:00:25.106',0.220
'00:00:25.108',0.235
'00:00:25.111',0.235
'00:00:25.114',0.235
'00:00:25.117',0.225
'00:00:25.119',0.220
'00:00:25.122',0.225
'00:00:25.125',0.225
'00:00:25.128',0.245
'00:00:25.131',0.225
'00:00:25.133',0.230
'00:00:25.136',0.225
'00:00:25.139',0.235
'00:00:25.142',0.245
'00:00:25.144',0.250
'00:00:25.147',0.245
'00:00:25.150',0.220
'00:00:25.153',0.220
'00:00:25.156',0.210
'00:00:25.158',0.225
'00:00:25.161',0.240
'00:00:25.164',0.230
'00:00:25.167',0.235
'00:00:25.169',0.210
'00:00:25.172',0.215
'00:00:25.175',0.240
'00:00:25.178',0.235
'00:00:25.181',0.235
'00:00:25.183',0.230
'00:00:25.186',0.220
'00:00:25.189',0.220
'00:00:25.192',0.235
'00:00:25.194',0.255
'00:00:25.197',0.240
'00:00:25.200',0.235
'00:00:25.203',0.230
'00:00:25.206',0.225
'00:00:25.208',0.245
'00:00:25.211',0.240
'00:00:25.214',0.245
'00:00:25.217',0.225
'00:00:25.219',0.230
'00:00:25.222',0.225
'00:00:25.225',0.220
'00:00:25.228',0.240
'00:00:25.231',0.225
'00:00:25.233',0.235
'00:00:25.236',0.215
'00:00:25.239',0.230
'00:00:25.242',0.235
'00:00:25.244',0.235
'00:00:25.247',0.240
'00:00:25.250',0.240
'00:00:25.253',0.225
'00:00:25.256',0.230
'00:00:25.258',0.240
'00:00:25.261',0.255
'00:00:25.264',0.250
'00:00:25.267',0.255
'00:00:25.269',0.245
'00:00:25.272',0.260
'00:00:25.275',0.290
'00:00:25.278',0.295
'00:00:25.281',0.295
'00:00:25.283',0.305
'00:00:25.286',0.300
'00:00:25.289',0.305
'00:00:25.292',0.320
'00:00:25.294',0.340
'00:00:25.297',0.330
'00:00:25.300',0.305
'00:00:25.303',0.290
'00:00:25.306',0.285
'00:00:25.308',0.275
'00:00:25.311',0.280
'00:00:25.314',0.250
'00:00:25.317',0.245
'00:00:25.319',0.230
'00:00:25.322',0.235
'00:00:25.325',0.255
'00:00:25.328',0.260
'00:00:25.331',0.255
'00:00:25.333',0.235
'00:00:25.336',0.205
'00:00:25.339',0.215
'00:00:25.342',0.210
'00:00:25.344',0.225
'00:00:25.347',0.210
'00:00:25.350',0.190
'00:00:25.353',0.165
'00:00:25.356',0.175
'00:00:25.358',0.190
'00:00:25.361',0.190
'00:00:25.364',0.190
'00:00:25.367',0.175
'00:00:25.369',0.165
'00:00:25.372',0.165
'00:00:25.375',0.170
'00:00:25.378',0.160
'00:00:25.381',0.160
'00:00:25.383',0.150
'00:00:25.386',0.140
'00:00:25.389',0.145
'00:00:25.392',0.165
'00:00:25.394',0.170
'00:00:25.397',0.170
'00:00:25.400',0.150
'00:00:25.403',0.155
'00:00:25.406',0.150
'00:00:25.408',0.165
'00:00:25.411',0.170
'00:00:25.414',0.175
'00:00:25.417',0.170
'00:00:25.419',0.150
'00:00:25.422',0.160
'00:00:25.425',0.170
'00:00:25.428',0.180
'00:00:25.431',0.170
'00:00:25.433',0.165
'00:00:25.436',0.155
'00:00:25.439',0.160
'00:00:25.442',0.180
'00:00:25.444',0.175
'00:00:25.447',0.180
'00:00:25.450',0.175
'00:00:25.453',0.160
'00:00:25.456',0.170
'00:00:25.458',0.190
'00:00:25.461',0.200
'00:00:25.464',0.155
'00:00:25.467',0.100
'00:00:25.469',0.030
'00:00:25.472',-0.060
'00:00:25.475',-0.140
'00:00:25.478',-0.245
'00:00:25.481',-0.400
'00:00:25.483',-0.630
'00:00:25.486',-0.905
'00:00:25.489',-1.155
'00:00:25.492',-1.300
'00:00:25.494',-1.330
'00:00:25.497',-1.310
'00:00:25.500',-1.290
'00:00:25.503',-1.265
'00:00:25.506',-1.220
'00:00:25.508',-1.175
'00:00:25.511',-1.110
'00:00:25.514',-1.060
'00:00:25.517',-1.040
'00:00:25.519',-1.020
'00:00:25.522',-0.975
'00:00:25.525',-0.940
'00:00:25.528',-0.880
'00:00:25.531',-0.835
'00:00:25.533',-0.800
'00:00:25.536',-0.755
'00:00:25.539',-0.705
'00:00:25.542',-0.650
'00:00:25.544',-0.580
'00:00:25.547',-0.520
'00:00:25.550',-0.435
'00:00:25.553',-0.340
'00:00:25.556',-0.245
'00:00:25.558',-0.150
'00:00:25.561',-0.090
'00:00:25.564',-0.015
'00:00:25.567',0.055
'00:00:25.569',0.105
'00:00:25.572',0.175
'00:00:25.575',0.235
'00:00:25.578',0.290
'00:00:25.581',0.330
'00:00:25.583',0.375
'00:00:25.586',0.375
'00:00:25.589',0.405
'00:00:25.592',0.420
'00:00:25.594',0.450
'00:00:25.597',0.455
'00:00:25.600',0.465
'00:00:25.603',0.465
'00:00:25.606',0.485
'00:00:25.608',0.495
'00:00:25.611',0.510
'00:00:25.614',0.515
'00:00:25.617',0.500
'00:00:25.619',0.495
'00:00:25.622',0.500
'00:00:25.625',0.525
'00:00:25.628',0.530
'00:00:25.631',0.525
'00:00:25.633',0.530
'00:00:25.636',0.535
'00:00:25.639',0.535
'00:00:25.642',0.550
'00:00:25.644',0.560
'00:00:25.647',0.565
'00:00:25.650',0.560
'00:00:25.653',0.550
'00:00:25.656',0.560
'00:00:25.658',0.565
'00:00:25.661',0.570
'00:00:25.664',0.580
'00:00:25.667',0.575
'00:00:25.669',0.565
'00:00:25.672',0.575
'00:00:25.675',0.585
'00:00:25.678',0.595
'00:00:25.681',0.600
'00:00:25.683',0.585
'00:00:25.686',0.580
'00:00:25.689',0.580
'00:00:25.692',0.600
'00:00:25.694',0.605
'00:00:25.697',0.595
'00:00:25.700',0.605
'00:00:25.703',0.595
'00:00:25.706',0.600
'00:00:25.708',0.615
'00:00:25.711',0.615
'00:00:25.714',0.615
'00:00:25.717',0.605
'00:00:25.719',0.610
'00:00:25.722',0.605
'00:00:25.725',0.610
'00:00:25.728',0.625
'00:00:25.731',0.615
'00:00:25.733',0.605
'00:00:25.736',0.600
'00:00:25.739',0.605
'00:00:25.742',0.605
'00:00:25.744',0.615
'00:00:25.747',0.615
'00:00:25.750',0.590
'00:00:25.753',0.585
'00:00:25.756',0.575
'00:00:25.758',0.580
'00:00:25.761',0.590
'00:00:25.764',0.595
'00:00:25.767',0.575
'00:00:25.769',0.560
'00:00:25.772',0.560
'00:00:25.775',0.555
'00:00:25.778',0.570
'00:00:25.781',0.560
'00:00:25.783',0.545
'00:00:25.786',0.535
'00:00:25.789',0.535
'00:00:25.792',0.525
'00:00:25.794',0.535
'00:00:25.797',0.530
'00:00:25.800',0.500
'00:00:25.803',0.480
'00:00:25.806',0.480
'00:00:25.808',0.485
'00:00:25.811',0.490
'00:00:25.814',0.470
'00:00:25.817',0.460
'00:00:25.819',0.440
'00:00:25.822',0.435
'00:00:25.825',0.430
'00:00:25.828',0.430
'00:00:25.831',0.420
'00:00:25.833',0.385
'00:00:25.836',0.370
'00:00:25.839',0.370
'00:00:25.842',0.355
'00:00:25.844',0.355
'00:00:25.847',0.345
'00:00:25.850',0.315
'00:00:25.853',0.300
'00:00:25.856',0.305
'00:00:25.858',0.295
'00:00:25.861',0.305
'00:00:25.864',0.285
'00:00:25.867',0.280
'00:00:25.869',0.265
'00:00:25.872',0.255
'00:00:25.875',0.275
'00:00:25.878',0.270
'00:00:25.881',0.270
'00:00:25.883',0.260
'00:00:25.886',0.245
'00:00:25.889',0.250
'00:00:25.892',0.245
'00:00:25.894',0.260
'00:00:25.897',0.255
'00:00:25.900',0.235
'00:00:25.903',0.235
'00:00:25.906',0.235
'00:00:25.908',0.245
'00:00:25.911',0.255
'00:00:25.914',0.255
'00:00:25.917',0.235
'00:00:25.919',0.230
'00:00:25.922',0.245
